3.07370 0.00800744 
3.33437 0.00806467 
3.70591 0.00773724 
4.09190 0.00711999 
4.49802 0.00695041 
5.14485 0.00586448 
5.83298 0.00510523 
6.48305 0.00479695 
6.86520 0.00442922 
7.51350 0.00427887 
7.90389 0.00404803 
9.42676 0.00327644 
10.7349 0.00281293 
12.4421 0.00230047 
14.5798 0.00194790 
16.5292 0.00178020 
17.4265 0.00166093 
18.3723 0.00157133 
19.1142 0.00160456 
19.5816 0.00169045 
20.1954 0.00156621 
20.9182 0.00163866 
21.7126 0.00190275 
22.2939 0.00187010 
22.8362 0.00226383 
23.3981 0.00201180 
25.0925 0.00354407 
25.7761 0.00204746 
26.7600 0.00191023 
27.6502 0.00263869 
28.4366 0.00503452 
28.8318 0.00251369 
29.4106 0.00230474 
29.9252 0.00309631 
30.5791 0.00482977 
31.4871 0.00225755 
32.1198 0.00202721 
32.8438 0.00145252 
33.6511 0.00132718 
34.1722 0.00137891 
34.9268 0.00165766 
35.7875 0.00140808 
36.1060 0.00131362 
37.2356 0.00130915 
38.5662 0.00145302 
39.2418 0.00191181 
40.0361 0.00145314 
41.1106 0.00131856 
43.0561 0.00126926 
45.7921 0.00126503 
46.8091 0.00131893 
48.8097 0.00124775 
50.3367 0.00124351 
52.3583 0.00161926 
53.7718 0.00123079 
55.3364 0.00112460 
57.9503 0.00118897 
60.0290 0.00113657 
64.1161 0.00133365 
65.6868 0.00133372 
66.8405 0.00165998 
67.6002 0.00117296 
70.0286 0.00105698 
73.8161 0.00123164 
75.6214 0.00128858 
77.1426 0.00112932 
79.3854 0.00105727 
84.7916 0.00121923 
87.5903 0.00224687 
88.0219 0.00124069 
89.9919 0.00106493 
92.1643 0.00159333 
93.4280 0.000983249 
94.4729 0.000855741 
100.038 0.000826633 
103.386 0.000904814 
104.743 0.00109149 
106.625 0.000864929 
112.414 0.000795849 
120.605 0.000871189 
126.314 0.000827049 
138.225 0.000921241 
143.756 0.00141231 
145.714 0.000963897 
148.631 0.000947343 
