1.71586 5675.26 
5.64275 5780.45 
7.23241 5701.97 
7.98073 5522.60 
8.82312 5040.45 
10.1322 4994.75 
12.5642 4517.39 
14.9033 3867.68 
16.9620 3221.85 
19.1138 2835.12 
24.8198 2195.41 
29.1222 1914.41 
34.6400 1692.46 
41.7476 1455.84 
49.3231 1196.38 
61.0139 861.251 
74.5752 595.045 
90.0069 396.383 
104.409 280.198 
117.877 204.500 
127.135 167.295 
142.660 121.548 
168.097 72.9086 
184.743 52.7316 
196.994 41.9746 
199.332 40.4703 
